# for file format info please take a look at /input/others/txt_file_description.txt

general:
# duration   delta_t     write_freq   cutoff_radius  parallel_strategy  output_baseName
25            0.0005       500           3                 0                 output

particles:
# origin             velocity         mass    type     old_force
252.552 21.4237 0     -0.190727 0.543462 0     1     0     -1.50649 -73.376 0     
251.513 21.3994 0     -0.155125 -0.422019 0     1     0     56.7437 -62.14 0     
250.976 22.2857 0     0.599767 0.405318 0     1     0     -23.2331 80.9813 0     
251.46 23.2443 0     -0.67222 0.256005 0     1     0     -3.20172 16.2895 0     
251.899 24.2133 0     0.546852 0.825488 0     1     0     95.4428 0.86453 0     
251.248 25.1444 0     -0.655486 -0.983006 0     1     0     51.6004 12.0855 0     
250.644 26.0665 0     -1.12042 -0.931771 0     1     0     80.0816 -48.6829 0     
251.18 27.0049 0     1.49397 -1.85452 0     1     0     -5.337 -27.2479 0     
250.617 27.9129 0     0.552463 -1.34419 0     1     0     -79.3563 -9.7051 0     
249.491 27.8754 0     0.358709 1.86833 0     1     0     13.9968 -19.1629 0     
250.024 28.8467 0     0.432488 0.233836 0     1     0     -36.9734 -26.9486 0     
249.951 30.754 0     0.278373 -0.692422 0     1     0     15.5504 -20.0724 0     
249.375 31.6933 0     0.102905 -0.446068 0     1     0     42.2027 -30.278 0     
249.877 32.7057 0     0.589363 0.307636 0     1     0     33.307 13.5414 0     
250.259 33.7348 0     -0.38926 -2.17724 0     1     0     -45.4237 -27.2742 0     
250.732 34.7472 0     1.07973 -1.11034 0     1     0     60.8262 23.0197 0     
249.633 34.6833 0     -0.356043 -0.221659 0     1     0     -53.1347 2.25981 0     
248.979 35.647 0     0.235972 0.667069 0     1     0     10.4105 10.9594 0     
249.551 36.686 0     0.32916 0.052581 0     1     0     -64.8789 17.0663 0     
248.37 36.6661 0     -0.182028 -0.56174 0     1     0     36.4991 3.61175 0     
247.782 37.7164 0     -0.795567 0.0567737 0     1     0     41.0926 2.53511 0     
248.394 38.8037 0     -1.39929 0.851024 0     1     0     38.7651 -80.3345 0     
247.267 38.7744 0     0.645705 0.246531 0     1     0     21.9638 -25.6344 0     
247.389 40.954 0     0.970934 -0.919097 0     1     0     7.33294 -32.7035 0     
253.156 0.988515 0     1.15516 -0.250048 0     1     0     24.3368 -191.305 0     
253.681 1.84194 0     0.356283 1.19745 0     1     0     31.9524 -14.0358 0     
253.135 2.69972 0     0.453507 0.00314715 0     1     0     -16.2873 -18.1005 0     
253.639 3.56979 0     0.682179 0.380533 0     1     0     123.398 51.9773 0     
253.102 4.43758 0     0.368032 -1.09291 0     1     0     95.9145 -45.5972 0     
254.184 4.44431 0     0.311064 0.296413 0     1     0     -154.041 -91.1682 0     
254.695 5.29611 0     0.919094 -0.427825 0     1     0     64.4098 70.2817 0     
254.166 6.16158 0     -0.68407 0.0357894 0     1     0     5.7479 -1.16527 0     
253.643 7.03484 0     0.503134 0.564873 0     1     0     9.24561 91.6798 0     
254.175 7.91467 0     -0.464349 -0.709868 0     1     0     -4.54624 81.1468 0     
253.647 8.81344 0     -0.200453 -0.539233 0     1     0     192.534 -102.274 0     
253.144 9.68353 0     -0.733671 0.741278 0     1     0     -49.093 132.634 0     
253.682 10.569 0     -0.92929 0.345655 0     1     0     -62.3591 63.8657 0     
253.133 11.4595 0     -0.506052 0.57612 0     1     0     38.6806 -51.0819 0     
253.659 12.3539 0     -0.653055 0.436184 0     1     0     32.3597 -47.672 0     
253.125 13.2364 0     0.480846 0.171893 0     1     0     101.435 -0.0511297 0     
254.188 13.2356 0     0.772662 0.183272 0     1     0     45.9121 8.42876 0     
253.666 14.1356 0     -0.173066 0.465901 0     1     0     -14.8372 -2.83622 0     
254.185 15.0469 0     -1.0752 0.303742 0     1     0     -16.2574 11.4087 0     
253.145 15.0411 0     -0.41485 0.240132 0     1     0     -31.0817 -16.0785 0     
252.615 15.9387 0     -0.545095 1.28991 0     1     0     -68.6367 -60.3662 0     
253.116 16.8549 0     0.630866 -1.3513 0     1     0     45.36 10.1979 0     
252.585 17.7576 0     -0.309713 -0.775983 0     1     0     -32.5346 -50.6607 0     
253.113 18.6619 0     -0.394455 -1.11203 0     1     0     -31.8817 79.4231 0     
252.586 19.5741 0     0.212919 0.385711 0     1     0     16.8155 14.7716 0     
253.098 20.4927 0     0.286109 0.0281829 0     1     0     -87.93 29.5164 0     
253.595 21.417 0     0.600505 0.353454 0     1     0     17.629 -15.1822 0     
253.063 22.3272 0     -0.0582183 -0.000746252 0     1     0     -63.9728 104.339 0     
252.001 22.3308 0     -0.366371 0.0446168 0     1     0     111.45 32.2764 0     
252.496 23.2806 0     0.734645 1.29896 0     1     0     -27.0048 -46.0646 0     
252.964 24.219 0     0.185576 0.638202 0     1     0     -73.2102 49.0945 0     
253.423 25.1876 0     -0.580637 -0.511726 0     1     0     2.63553 1.68056 0     
252.357 25.1597 0     -0.15344 0.0135925 0     1     0     -39.3922 -0.905762 0     
251.752 26.0805 0     -0.787112 -0.529871 0     1     0     -11.2921 -12.6892 0     
252.261 27.0267 0     -0.306379 -0.0609605 0     1     0     -5.13119 17.5338 0     
251.71 27.9591 0     0.685008 0.380912 0     1     0     -37.5938 -21.5333 0     
251.104 28.8552 0     -0.604595 -0.145432 0     1     0     12.8654 76.7631 0     
250.544 29.812 0     -0.320047 -0.885414 0     1     0     -99.8252 2.26891 0     
250.46 31.7487 0     -0.685491 -0.171066 0     1     0     6.60853 -3.80333 0     
251.554 31.795 0     -0.0371025 -0.717639 0     1     0     -65.2835 19.6478 0     
250.971 32.7433 0     -0.268791 0.111345 0     1     0     -59.4869 14.4962 0     
251.351 33.7758 0     -0.401269 -0.898886 0     1     0     39.7535 8.42236 0     
251.304 35.7604 0     0.380389 0.891083 0     1     0     -61.1472 -40.7699 0     
250.112 35.7183 0     0.100336 -1.01039 0     1     0     38.7559 -31.0268 0     
250.669 36.7147 0     -1.31454 0.464418 0     1     0     35.5631 -0.327094 0     
248.916 37.6906 0     -0.475254 -0.275407 0     1     0     19.6521 -16.0028 0     
249.511 38.6611 0     -0.905206 -0.188112 0     1     0     8.17651 47.1129 0     
249.142 39.8323 0     -0.736215 0.108402 0     1     0     9.12744 -31.557 0     
247.916 39.7811 0     0.83748 -0.442827 0     1     0     -34.6267 85.808 0     
246.64 42.0575 0     0.0748618 -1.16744 0     1     0     3.12668 -9.64662 0     
254.223 0.977415 0     -1.16208 -0.128986 0     1     0     -56.674 2.57418 0     
254.747 1.84582 0     0.313336 0.0014762 0     1     0     -39.188 0.132039 0     
254.194 2.70295 0     0.668174 -0.757995 0     1     0     8.66755 48.5921 0     
255.255 2.72271 0     0.53948 -1.03442 0     1     0     -15.9696 -87.3718 0     
254.708 3.57642 0     1.41961 0.610557 0     1     0     -12.2859 -44.6855 0     
255.239 4.42745 0     0.566925 0.252187 0     1     0     19.6496 53.5288 0     
255.758 5.30809 0     0.556601 0.0850047 0     1     0     -67.374 -6.76028 0     
255.225 6.17427 0     -0.822054 -0.192262 0     1     0     -28.5302 -39.0113 0     
254.689 7.03658 0     0.442718 -1.96369 0     1     0     35.9101 29.6044 0     
255.221 7.92608 0     -0.427707 -1.17212 0     1     0     -20.2184 -90.783 0     
254.712 8.80467 0     -0.0463111 0.334659 0     1     0     -94.434 -15.8653 0     
254.187 9.68307 0     -0.701369 0.172547 0     1     0     74.0315 32.3811 0     
254.734 10.5744 0     -0.418318 -0.457635 0     1     0     -87.5268 -39.6535 0     
254.2 11.4691 0     0.357434 0.410222 0     1     0     -28.0724 -48.8825 0     
255.258 11.4523 0     0.167663 -0.494848 0     1     0     -31.0661 38.1848 0     
254.734 12.3458 0     -0.86841 -0.457943 0     1     0     -60.5489 48.4464 0     
255.261 13.2453 0     -0.129478 -0.234473 0     1     0     -73.7289 -1.92257 0     
254.71 14.1366 0     0.824024 0.393139 0     1     0     9.33465 -27.1808 0     
255.225 15.035 0     0.305185 0.0969792 0     1     0     29.9385 92.6652 0     
254.707 15.9572 0     -0.0731049 0.185807 0     1     0     -50.9322 -44.8203 0     
253.655 15.9651 0     -0.033826 0.231871 0     1     0     33.0752 -79.0014 0     
254.171 16.867 0     -0.417769 -0.335766 0     1     0     -10.933 -6.50456 0     
253.628 17.7695 0     -1.046 -0.388532 0     1     0     43.3794 -71.1405 0     
254.144 18.6801 0     0.60789 -0.168103 0     1     0     112.812 28.4128 0     
253.639 19.5935 0     0.305011 -1.16589 0     1     0     -54.2358 -80.1338 0     
254.123 20.5059 0     0.0254371 0.0432995 0     1     0     137.098 19.8334 0     
254.647 21.4187 0     0.125342 0.659414 0     1     0     34.6866 34.541 0     
254.102 22.3325 0     0.42551 -0.445462 0     1     0     -56.3276 43.3048 0     
253.528 23.2783 0     -0.292978 -0.375659 0     1     0     54.8948 4.68252 0     
253.996 24.2462 0     0.171177 -0.0704163 0     1     0     11.0917 -75.5349 0     
254.488 25.1732 0     0.159276 -0.172551 0     1     0     -2.43837 113.165 0     
253.912 26.1519 0     0.132213 0.501035 0     1     0     36.614 -84.8442 0     
252.836 26.1129 0     -0.638211 -0.354561 0     1     0     -0.258371 -29.5617 0     
253.334 27.058 0     0.0153559 -1.67597 0     1     0     -0.176786 9.51988 0     
253.839 28.0049 0     0.176178 1.56011 0     1     0     21.6496 -7.50434 0     
252.775 27.9948 0     -0.468952 1.17886 0     1     0     -40.8471 -25.6159 0     
252.181 28.9369 0     0.374432 0.0851273 0     1     0     44.4193 -3.61156 0     
251.593 29.8561 0     1.6814 -0.0890925 0     1     0     92.9774 7.33159 0     
251.046 30.8042 0     -0.785874 -0.423918 0     1     0     -72.2134 3.29107 0     
252.044 32.7877 0     0.344028 -1.02489 0     1     0     -20.2618 16.3079 0     
253.122 32.8424 0     -0.512334 -0.234107 0     1     0     10.6691 29.3463 0     
252.461 33.7983 0     0.89093 -0.154449 0     1     0     63.6025 34.3206 0     
251.887 34.7846 0     -0.403547 -1.29448 0     1     0     -7.72129 -19.0416 0     
251.802 36.755 0     -1.37617 1.5932 0     1     0     22.9642 59.3502 0     
251.235 37.7991 0     -1.23688 -1.15846 0     1     0     51.9813 -45.4215 0     
250.129 37.6996 0     -1.32353 0.96659 0     1     0     -62.8322 -8.21285 0     
250.637 38.7406 0     -0.528889 -1.45416 0     1     0     20.8383 4.56338 0     
250.372 39.816 0     -0.00234553 -2.88963 0     1     0     -23.7208 4.06391 0     
248.57 40.8561 0     -0.985377 1.03943 0     1     0     9.67552 -3.38735 0     
248.016 41.9319 0     -0.744004 -0.907887 0     1     0     -38.1733 29.8668 0     
255.27 0.973101 0     0.851775 0.115222 0     1     0     16.3288 49.6994 0     
256.32 0.96696 0     0.476686 -1.1029 0     1     0     -17.7212 79.953 0     
255.792 1.85081 0     0.349594 -0.155163 0     1     0     -51.4311 -102.459 0     
256.316 2.70007 0     0.427558 -0.795669 0     1     0     -15.8131 59.7589 0     
255.791 3.5671 0     0.687223 -0.865837 0     1     0     -69.9759 54.4213 0     
256.285 4.45052 0     -0.296416 -0.0492585 0     1     0     37.5167 -85.9016 0     
256.809 5.3114 0     0.228775 0.308441 0     1     0     37.9597 -12.6536 0     
256.276 6.17825 0     -0.520176 0.231981 0     1     0     -16.0311 -22.6507 0     
255.742 7.0509 0     -0.446878 -0.37052 0     1     0     -6.75654 -21.259 0     
256.273 7.92005 0     0.199012 0.286074 0     1     0     63.833 11.9927 0     
255.753 8.79004 0     -0.155833 -0.119153 0     1     0     67.3789 76.782 0     
255.245 9.68143 0     0.337297 0.918111 0     1     0     -52.4142 20.578 0     
256.279 9.67972 0     1.14279 -0.442286 0     1     0     74.1378 -34.4363 0     
255.773 10.5696 0     0.180986 -0.286924 0     1     0     26.0842 -41.3435 0     
256.308 11.4424 0     0.404976 0.105688 0     1     0     26.3032 69.8032 0     
255.773 12.3406 0     -0.250258 0.193006 0     1     0     61.7136 43.7489 0     
256.304 13.2554 0     0.0293218 0.363362 0     1     0     -52.8855 -53.137 0     
255.763 14.1557 0     1.13257 0.652082 0     1     0     12.6132 -59.6794 0     
256.28 15.0531 0     1.24029 -0.601837 0     1     0     -59.8639 -12.9848 0     
255.744 15.958 0     0.518149 -0.682741 0     1     0     6.4062 -71.9393 0     
255.217 16.86 0     -0.0089529 0.674648 0     1     0     -3.5587 101.351 0     
255.736 17.7992 0     -1.14332 1.13124 0     1     0     -22.1844 -68.3649 0     
254.678 17.7785 0     -0.431212 -0.18147 0     1     0     69.7485 5.43938 0     
255.208 18.7075 0     -0.300889 -0.06556 0     1     0     -1.66999 -63.2568 0     
254.688 19.6057 0     0.237477 -0.667978 0     1     0     -48.3642 -13.3994 0     
255.189 20.5237 0     -0.0369778 0.0726147 0     1     0     40.0701 9.69004 0     
255.129 22.3646 0     0.753829 -0.319655 0     1     0     131.904 -8.79068 0     
254.572 23.2734 0     -0.578243 -0.315762 0     1     0     -29.2713 92.6 0     
255.036 24.2474 0     1.24571 0.108825 0     1     0     72.9258 -3.71025 0     
255.548 25.2036 0     0.309595 -0.174776 0     1     0     21.8641 -28.8974 0     
254.996 26.1419 0     0.84969 -0.832446 0     1     0     -41.8903 -20.1302 0     
255.495 27.0899 0     -0.662577 0.749903 0     1     0     18.3844 -6.94427 0     
254.414 27.0932 0     -1.14798 0.360069 0     1     0     20.3868 -54.1196 0     
254.92 28.029 0     -0.529982 0.53588 0     1     0     -8.76404 15.4599 0     
254.316 28.9598 0     0.864863 0.126201 0     1     0     117.165 35.7124 0     
253.274 28.9356 0     -0.103165 0.340554 0     1     0     -106.468 64.1068 0     
252.692 29.9144 0     0.763696 -0.287549 0     1     0     -54.2251 -32.2906 0     
252.104 30.8672 0     0.193091 -1.06854 0     1     0     81.8703 -77.2432 0     
252.624 31.839 0     1.70949 -0.0140749 0     1     0     61.936 -4.73305 0     
254.214 32.8545 0     -0.596279 0.766053 0     1     0     45.7142 68.5442 0     
253.621 33.8639 0     1.29989 0.283483 0     1     0     -15.0709 -47.9939 0     
253.028 34.8178 0     -1.87868 0.956318 0     1     0     -39.8392 6.9126 0     
252.422 35.7892 0     -2.03859 1.37297 0     1     0     20.7349 -3.09953 0     
252.945 36.8189 0     -0.175749 -0.3689 0     1     0     -50.5912 22.4415 0     
254.052 36.8708 0     -0.785981 -0.296941 0     1     0     49.2461 7.23004 0     
252.375 37.8561 0     2.54691 0.362649 0     1     0     -46.88 -14.9266 0     
251.791 38.8972 0     -1.84695 -0.883938 0     1     0     -49.1415 -8.57177 0     
251.145 40.6638 0     -0.729053 0.705255 0     1     0     -15.049 7.74985 0     
249.823 40.8643 0     0.312418 0.387235 0     1     0     -25.2913 -21.3304 0     
249.158 41.9722 0     2.21357 1.32293 0     1     0     50.5564 -2.59663 0     
257.379 0.982442 0     1.13014 -0.796079 0     1     0     -8.84629 -123.478 0     
257.895 1.83624 0     -0.464776 -1.09193 0     1     0     13.8263 1.41263 0     
256.835 1.83413 0     0.311919 -0.26861 0     1     0     47.2308 5.5691 0     
257.354 2.70654 0     -0.144803 0.232647 0     1     0     73.6153 14.8536 0     
256.826 3.57817 0     -0.338492 0.620453 0     1     0     32.6178 -33.5617 0     
257.341 4.43833 0     0.860533 0.171113 0     1     0     42.6385 88.583 0     
257.868 5.32528 0     -0.0852368 1.25537 0     1     0     -30.6025 -104.832 0     
257.332 6.17631 0     -1.51754 -0.16432 0     1     0     -10.8675 60.3428 0     
256.793 7.04018 0     1.20587 -0.462888 0     1     0     64.6641 72.6253 0     
257.856 7.05136 0     0.0513597 -0.785802 0     1     0     12.568 11.0284 0     
257.331 7.91698 0     -0.0787049 -1.14759 0     1     0     -25.2195 31.1484 0     
256.817 8.80035 0     0.201897 -0.673131 0     1     0     -112.132 -37.0518 0     
257.34 9.6741 0     0.338625 0.0851932 0     1     0     -46.6912 95.5517 0     
256.829 10.5552 0     -0.663304 0.231762 0     1     0     -65.0619 57.5463 0     
257.362 11.463 0     0.572988 -0.865195 0     1     0     -41.8049 4.88953 0     
256.818 12.3503 0     0.174359 -0.531005 0     1     0     -12.2024 -22.5576 0     
257.344 13.2465 0     0.198899 0.141593 0     1     0     -40.7789 50.3978 0     
256.811 14.1507 0     0.472106 0.571362 0     1     0     10.2321 11.7576 0     
257.316 15.0592 0     0.423421 0.0329561 0     1     0     99.9991 -72.7806 0     
256.789 15.9511 0     0.716533 -1.1304 0     1     0     -11.3692 29.7863 0     
256.256 16.8626 0     -0.0511249 -0.440839 0     1     0     40.7162 35.4755 0     
256.785 17.7666 0     -0.20856 1.00079 0     1     0     -18.2437 -2.9429 0     
256.27 18.7082 0     -0.0180163 0.790216 0     1     0     -48.8334 -28.6233 0     
256.793 19.6253 0     -0.0849494 1.11973 0     1     0     -46.041 -44.9508 0     
255.737 19.6216 0     0.532528 0.231323 0     1     0     29.4947 -7.785 0     
256.261 20.5423 0     0.626104 -0.580344 0     1     0     -105.329 -54.1372 0     
255.718 21.4487 0     -1.06847 -0.588017 0     1     0     -129.227 35.1029 0     
256.19 22.4038 0     -0.360021 -1.17783 0     1     0     -76.0836 -43.0836 0     
255.61 23.3369 0     -0.0210604 -0.795569 0     1     0     5.72172 -100.875 0     
256.108 24.2536 0     -0.87817 0.0334271 0     1     0     -19.0088 77.3049 0     
257.167 24.2784 0     -0.298011 -0.430365 0     1     0     18.4089 -40.6266 0     
256.619 25.1964 0     1.57062 -0.980707 0     1     0     -35.8327 18.3625 0     
256.071 26.1478 0     -0.879366 -1.34654 0     1     0     -72.9753 -18.6166 0     
256.583 27.089 0     0.934333 -0.157474 0     1     0     -73.1757 58.6925 0     
255.991 28.0458 0     0.636357 0.848158 0     1     0     32.7298 3.19599 0     
255.407 28.9877 0     1.25961 0.300378 0     1     0     16.7322 0.8291 0     
253.757 29.9143 0     0.430413 -1.50612 0     1     0     57.2379 11.3903 0     
253.207 30.8784 0     0.322205 0.555361 0     1     0     -5.94972 41.3446 0     
253.72 31.8947 0     0.360146 0.013517 0     1     0     -40.0782 -85.0744 0     
254.799 31.8652 0     -1.06251 1.3178 0     1     0     20.9542 51.1535 0     
255.318 32.8848 0     -0.586592 0.913297 0     1     0     -46.379 -3.95147 0     
254.741 33.8917 0     -0.896791 -1.06474 0     1     0     -44.1116 -49.2311 0     
254.131 34.8652 0     0.637466 0.0380002 0     1     0     26.47 0.392337 0     
253.557 35.8783 0     -1.15871 0.387808 0     1     0     -36.183 -75.451 0     
254.609 37.8787 0     -0.171174 0.249249 0     1     0     -51.5702 38.5177 0     
253.47 37.8606 0     0.474785 -0.384322 0     1     0     37.6873 30.8502 0     
252.907 38.9375 0     -0.269788 0.102506 0     1     0     -13.8783 4.08642 0     
253.405 40.0522 0     2.07807 1.28582 0     1     0     -15.9598 -0.445474 0     
252.111 40.0254 0     -1.14682 -0.887729 0     1     0     27.3925 -17.25 0     
250.504 41.7807 0     0.156146 -0.161968 0     1     0     14.6325 30.6847 0     
258.445 0.963097 0     0.47661 0.579819 0     1     0     -117.959 117.112 0     
258.944 1.83547 0     0.391577 -0.400378 0     1     0     -1.92138 -6.26965 0     
258.412 2.7004 0     0.387768 -1.11426 0     1     0     -19.704 38.5522 0     
258.928 3.5758 0     -1.13567 0.72751 0     1     0     22.355 48.7525 0     
257.892 3.58189 0     0.328242 -0.414323 0     1     0     -75.6268 -71.6402 0     
258.392 4.46277 0     -0.949508 0.639165 0     1     0     48.9419 -80.5033 0     
259.448 4.45507 0     0.433907 -0.471311 0     1     0     3.58597 -67.6584 0     
258.933 5.32001 0     0.86297 -0.650895 0     1     0     -75.2936 22.1363 0     
258.388 6.18475 0     -1.05642 -0.574266 0     1     0     16.8365 45.9372 0     
258.909 7.07244 0     -0.970783 0.294626 0     1     0     -20.0909 -12.8956 0     
258.38 7.94436 0     0.628269 0.890184 0     1     0     22.4828 1.12404 0     
257.851 8.81466 0     -0.604539 -1.00767 0     1     0     106.253 -86.2198 0     
258.388 9.70321 0     0.980132 -0.463088 0     1     0     -16.3059 -74.6155 0     
257.856 10.5688 0     -0.397075 -0.454423 0     1     0     73.2796 73.7921 0     
258.415 11.4736 0     0.372834 -0.500131 0     1     0     -124.271 -26.6693 0     
257.863 12.3704 0     0.0328898 -0.572488 0     1     0     59.9875 -154.082 0     
258.392 13.239 0     0.702517 -0.572513 0     1     0     37.0659 93.6509 0     
257.855 14.1419 0     -0.294286 -0.0951676 0     1     0     9.61086 57.9356 0     
258.381 15.0507 0     -1.01722 -0.214602 0     1     0     -47.9965 13.7754 0     
257.841 15.9531 0     -0.288442 -0.938321 0     1     0     93.0828 -11.1415 0     
257.314 16.8397 0     -0.579174 0.118134 0     1     0     12.3903 119.071 0     
257.828 17.7663 0     0.760795 -0.406432 0     1     0     54.1909 -8.5941 0     
257.305 18.68 0     0.70581 1.76533 0     1     0     -9.88049 63.0507 0     
257.827 19.6236 0     0.554861 0.567828 0     1     0     16.8651 12.601 0     
257.291 20.5499 0     0.105928 0.163115 0     1     0     118.45 31.009 0     
257.806 21.4945 0     0.298854 0.844161 0     1     0     -41.7928 -101.538 0     
256.747 21.467 0     0.103539 -0.88619 0     1     0     86.0976 60.1152 0     
257.232 22.415 0     -0.200368 0.384435 0     1     0     41.2179 -44.1317 0     
256.663 23.3341 0     -0.741906 0.315977 0     1     0     21.4791 30.1604 0     
257.714 23.3474 0     0.700226 -0.274134 0     1     0     80.9138 -8.14629 0     
258.238 24.2767 0     1.10187 0.350687 0     1     0     -29.6604 -50.8113 0     
257.683 25.2045 0     0.422033 0.213205 0     1     0     -7.38577 22.4903 0     
257.118 26.1431 0     0.542134 -1.46064 0     1     0     67.3915 -7.02804 0     
257.066 28.073 0     0.468376 0.607251 0     1     0     -59.4064 -48.6095 0     
256.489 29.027 0     0.352496 1.20219 0     1     0     -18.0568 -80.06 0     
255.933 29.9577 0     -0.52987 1.41679 0     1     0     -36.8779 38.4653 0     
254.852 29.9248 0     -0.989531 -0.551437 0     1     0     -21.5912 40.1195 0     
254.293 30.8897 0     -0.870676 0.799245 0     1     0     -11.2855 -2.20315 0     
255.895 31.9369 0     0.90671 0.299806 0     1     0     21.6259 -47.4597 0     
256.414 32.9123 0     0.562431 -0.538393 0     1     0     42.7395 -20.0927 0     
255.836 33.8664 0     -0.0037432 -0.420521 0     1     0     14.9261 40.1026 0     
255.268 34.8697 0     0.1722 0.0224422 0     1     0     4.96724 -4.39484 0     
254.661 35.859 0     -0.425839 -1.31951 0     1     0     30.6948 14.2214 0     
255.192 36.8929 0     0.819799 -0.0198694 0     1     0     -7.67871 -23.8002 0     
255.697 37.9675 0     0.191935 1.3159 0     1     0     75.4453 -7.08766 0     
254.016 38.9732 0     1.18194 -0.339827 0     1     0     19.9239 -8.5091 0     
254.582 40.1087 0     -0.817996 -0.971301 0     1     0     -12.9169 -0.668388 0     
252.721 41.0769 0     -1.79632 1.06172 0     1     0     32.4822 -11.3144 0     
251.727 41.6724 0     -0.785093 2.65057 0     1     0     -8.73102 25.8512 0     
251.357 42.913 0     -0.577869 0.387467 0     1     0     0.01596 -12.1055 0     
259.481 0.967998 0     -0.370061 -0.602595 0     1     0     -40.8012 23.5329 0     
259.987 1.83244 0     0.106697 -0.00469404 0     1     0     50.5154 90.9979 0     
259.46 2.70338 0     -0.420622 -0.0386497 0     1     0     6.43181 15.7487 0     
260.509 2.71731 0     1.30444 0.0726631 0     1     0     -46.7288 -74.2333 0     
259.978 3.57593 0     0.126686 0.17461 0     1     0     -50.4981 54.483 0     
260.485 4.45897 0     -0.0675626 -1.2771 0     1     0     13.9314 -36.7167 0     
261.005 5.32767 0     0.380814 1.19199 0     1     0     92.7157 91.194 0     
259.975 5.33639 0     0.450819 -1.53475 0     1     0     -86.6508 -67.5411 0     
259.429 6.201 0     0.518003 -0.204612 0     1     0     52.0753 5.62633 0     
259.966 7.07053 0     -0.102976 -0.293322 0     1     0     -14.4104 49.6238 0     
259.436 7.94655 0     -0.733521 0.683702 0     1     0     -17.9187 40.6083 0     
258.912 8.83595 0     -0.755578 -0.142287 0     1     0     3.04537 -92.4251 0     
259.446 9.71444 0     0.190864 -0.86673 0     1     0     17.8624 -47.4882 0     
258.905 10.5746 0     0.171776 -0.715297 0     1     0     81.1795 113.524 0     
259.454 11.476 0     0.181603 -0.194773 0     1     0     -3.07835 -45.6426 0     
258.93 12.3588 0     0.0161061 0.560565 0     1     0     -5.87298 61.5337 0     
259.444 13.2702 0     -0.475934 1.30013 0     1     0     -50.7785 -79.816 0     
258.9 14.1509 0     0.255564 -0.202411 0     1     0     17.7344 -15.6508 0     
259.435 15.0419 0     0.141691 -1.39462 0     1     0     -28.5098 92.8438 0     
258.908 15.9555 0     0.830222 -0.479517 0     1     0     -23.9404 -12.8798 0     
258.384 16.8668 0     0.137899 1.1017 0     1     0     -87.226 -30.6843 0     
258.886 17.7828 0     0.33725 0.579539 0     1     0     -34.6973 44.7902 0     
258.334 18.7111 0     0.261049 -1.25013 0     1     0     118.193 -110.739 0     
258.886 19.6048 0     1.20909 0.738136 0     1     0     -62.7738 50.0664 0     
258.357 20.54 0     -0.838457 -0.211607 0     1     0     -81.911 6.93605 0     
259.397 20.5402 0     -0.138319 -0.620086 0     1     0     26.6748 1.99759 0     
258.859 21.4668 0     -0.14199 1.23028 0     1     0     -14.6493 13.3391 0     
259.347 22.3988 0     -0.861227 0.298651 0     1     0     14.7826 38.4127 0     
258.297 22.4073 0     0.374972 0.945975 0     1     0     -6.94627 50.1264 0     
258.788 23.3441 0     -0.0437411 -0.914342 0     1     0     -13.6952 -28.3454 0     
259.3 24.2727 0     -0.418499 -0.292093 0     1     0     33.0308 -10.0492 0     
258.743 25.1942 0     -0.623255 0.452655 0     1     0     13.3335 107.253 0     
258.188 26.1453 0     0.229961 1.1805 0     1     0     37.9512 17.2249 0     
257.631 27.0982 0     0.39086 0.230477 0     1     0     7.11068 -7.91303 0     
257.565 29.0205 0     1.1716 0.458395 0     1     0     51.2376 18.7946 0     
257.001 29.9654 0     -0.539862 -0.357693 0     1     0     48.5257 20.0391 0     
256.463 30.9412 0     -0.104181 -0.342865 0     1     0     0.410668 10.0985 0     
255.388 30.9337 0     1.04054 0.677368 0     1     0     -20.7742 -36.1271 0     
257.547 30.9 0     -0.306843 -0.204035 0     1     0     27.7046 87.3715 0     
257.004 31.9122 0     0.0214996 -0.164081 0     1     0     -22.1311 3.81403 0     
256.943 33.9072 0     0.808186 -0.0844126 0     1     0     27.7271 -41.394 0     
256.412 34.8713 0     0.713651 0.641218 0     1     0     -54.2041 41.8127 0     
255.789 35.8539 0     -0.94441 -0.726823 0     1     0     15.2177 25.0156 0     
256.301 36.8955 0     -0.991385 -0.37796 0     1     0     36.6594 24.2573 0     
256.856 37.9354 0     -0.0602786 0.224739 0     1     0     -19.6009 -17.1934 0     
255.141 38.9985 0     0.548666 0.748195 0     1     0     4.88896 13.2048 0     
255.738 40.1876 0     -0.565497 -0.198593 0     1     0     1.17432 -14.9555 0     
255.165 41.2773 0     0.842935 0.0782491 0     1     0     0.491612 -26.2101 0     
254.007 41.5382 0     0.623127 0.00364029 0     1     0     -24.9993 -7.45569 0     
252.755 42.3777 0     0.465501 0.699899 0     1     0     8.51904 -4.88011 0     
260.516 0.966629 0     0.140304 -0.609677 0     1     0     17.3674 70.0461 0     
261.554 0.973682 0     -0.352433 0.0539706 0     1     0     -2.1025 6.80589 0     
261.032 1.84278 0     -0.348826 0.0804254 0     1     0     -33.3644 -24.2671 0     
261.537 2.71511 0     -0.238702 1.39921 0     1     0     110.843 65.3938 0     
261.019 3.59724 0     0.751066 -0.502943 0     1     0     54.6831 -39.1893 0     
261.541 4.46967 0     0.664102 -0.894121 0     1     0     3.07542 -59.0618 0     
261.546 6.211 0     -0.0942962 0.420327 0     1     0     -34.1617 -31.4547 0     
260.482 6.20321 0     0.885781 1.16138 0     1     0     92.5126 37.9006 0     
